,,MATUTINO,-,-,-,-,-,VESPERTINO,-,-,-,-,-,NOTURNO,-,-,-,-,-
,,SEG,TER,QUA,QUI,SEX,SAB,SEG,TER,QUA,QUI,SEX,SAB,SEG,TER,QUA,QUI,SEX,SAB
Não Alocadas (0),Salas,,,,,,,,,,,,,,,,,,
-,204-B,-,-,-,-,-,-,CC - 4 (GEX613_2),CC - 4 (GEN254_1) | CC - 4 (GEX102_1),-,CC - 4 (GEN254_1) | CC - 4 (GEX102_1),CC - 4 (GEX613_2),-,CC - 3 (GEX098_1),-,CC - 4 (GCH290_5),CC - 3 (GEX606_1),CC - 3 (GEX609_1),-
-,205-B,-,-,-,CC - 8 (GEX658_1),CC - 8 (GEX658_1),CC - 8 (GEX658_1),CC - 8 (GCS239_2),-,-,-,-,-,CC - 1 (GCH293_2),CC - 1 (GEX208_1),CC - 1 (GEX213_1),CC - 1 (GEX003_1),CC - 1 (GEX210_2),-
-,206-B,CC - 4 (GEX612_1),CC - 4 (GEX612_1),-,-,-,-,CC - 4 (GEX612_1) | CC - 4 (GEX613_1),-,CC - 4 (GEX090_1) | CC - 4 (GEX612_1),-,CC - 4 (GEX090_1) | CC - 4 (GEX613_1),-,CC - 3 (GEX098_2),CC - 3 (GEX392_1),CC - 3 (GEX608_1),-,-,-
-,207-B,-,-,-,-,-,-,-,CC - 2 (GEX605_3),CC - 2 (GEX195_1),CC - 2 (GEX055_1) | CC - 2 (GEX605_3),CC - 2 (GEX055_1) | CC - 2 (GEX195_1),-,CC - 2 (GEX605_1),CC - 1 (GEX208_2),CC - 2 (GLA104_2),CC - 1 (GEX003_2),-,-
-,208-B,-,-,-,CC - 9 (GEX657_1),CC - 9 (GEX657_1),CC - 9 (GEX657_1),CC - 6 (GEX105_1) | CC - 6 (GEX108_1),CC - 6 (GCS580_1) | CC - 6 (GEX614_1),CC - 6 (GCH292_2),CC - 6 (GCS580_1) | CC - 6 (GEX105_1),CC - 6 (GEX108_1) | CC - 6 (GEX614_1),-,CC - 7 (GEX395_1),CC - 7 (GCS238_2),CC - 7 (GEX618_1),CC - 7 (GEX107_1),CC - 7 (GEX617_1),-
-,209-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,210-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,301-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,302-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,303-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,304-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,305-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,308-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,309-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,310-B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,103-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,105-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,215-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,216-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,217-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,218-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,302-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,311-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,311-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,109-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,110-DE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
